English,French,German,Spanish,Italian,Danish,Greek,Portuguese,Norwegian,Swedish,Polish,Romanian,Finnish,Dutch,Latvian,,,,,,,,,,,,,,
Unexpected Z contact detected during pipette tip release tamp.,Contact Z inattendu détecté durant la libération de l'embout de pipette.,Unerwarteter Z-Kontakt während des Pipettenspitzenfreigabe-Stempels erkannt.,Contacto de Z inesperado detectado durante la liberación de la punta de la pipeta.,Rilevato contatto Z imprevisto durante la pressione di rilascio punta pipetta.,Uventet Z-kontakt detekteret under pipettespidsfrigivelsesstød.,??????????? ?? ??????????? ????? Z ???? ?? ???????? ??? ????????? ????????????? ??????? ???????.,Contacto Z inesperado detetado durante a compressão de libertação de pontas de pipeta.,Uventet Z-kontakt oppdaget under frigjøring av pipettespisstamp.,Oväntad Z-kontakt upptäcktes under packning av frigjord pipettspets.,Wykryto nieoczekiwany kontakt Z podczas zwalniania ko?cówki pipety.,Contact Z nea?teptat detectat în timpul tas?rii de eliberare a vârfului pipetei.,Pipetin kärjen irrotuksen aikana havaittu odottamaton Z-kosketus.,Onverwacht Z-contact gedetecteerd tijdens het losmaken van de pipetpunt.,Pipetes gala atbr?vošanas laik? konstat?ts neparedz?ts Z kontakts.,,,,,,,,,,,,,,
Module comm frame length errors: %1:s,Erreurs de longueur de trame de la comm du module : %1:s,Rahmenlängen-Fehler der Modulkommunikation: %1:s,Errores de longitud de marco de comunicación del módulo: %1:s,Errori lunghezza frame com. modulo: %1:s,Rammelængdefejl for modulkomm.: %1:s,???????? ?????? ???????? ???????????? ???????????? ???????: %1:s,Erros de duração da estrutura do módulo de comunicação: %1:s,Modulkomm rammelengdefeil: %1:s,Fel bildrutelängd vid modulkommunikation: %1:s,B??dy d?ugo?ci ramki komunikacyjnej modu?u: %1:s,Erori de lungime a cadrelor de com. ale modulului: %1:s,Moduulin viestintäkehyksen pituusvirheet: %1:s,Framelengtefouten modulecommunicatie: %1:s,Modu?a komunik?cijas kadra ilguma k??das: %1:s,,,,,,,,,,,,,,
Module comm checksum errors: %1:s,Erreurs de somme de contrôle de la comm du module : %1:s,Prüfsummenfehler der Modulkommunikation: %1:s,Errores de suma de comprobación de comunicación del módulo: %1:s,Errori checksum com. modulo: %1:s,Kontrolsumfejl for modulkomm.: %1:s,???????? ??????????? ??????? ???????????? ???????????? ???????: %1:s,Erros da soma de verificação do módulo de comunicação: %1:s,Modulkomm kontrollsumfeil: %1:s,Kontrollsummefel vid modulkommunikation: %1:s,B??dy sumy kontrolnej komunikacji modu?u: %1:s,Erori de verificare a sumei de com. a modulului: %1:s,Moduulin viestinnän tarkistussummavirheet: %1:s,Checksumfouten modulecommunicatie: %1:s,Modu?a komunik?cijas p?rbaudes summas k??das: %1:s,,,,,,,,,,,,,,
Module comm overrun errors: %1:s,Erreurs de dépassement de la comm du module : %1:s,Fehler des Modulkommunikations-Überlauf: %1:s,Errores de sobrecarga de comunicación del módulo: %1:s,Errori sovraccarico com. modulo: %1:s,Overløbsfejl for modulkomm.: %1:s,???????? ????????? ???????????? ???????????? ???????: %1:s,Erros de transbordo do módulo de comunicação: %1:s,Modulkomm overkjøringsfeil: %1:s,Överrörelsefel vid modulkommunikation: %1:s,B??dy przepe?nienia komunikacji modu?u: %1:s,Erori de dep??ire a com. modulului: %1:s,Moduulin viestinnän yliajovirheet: %1:s,Overschrijdingsfouten overschrijdingsfouten: %1:s,Modu?a komunik?cijas p?rsniegšanas k??das: %1:s,,,,,,,,,,,,,,
Module comm framing errors: %1:s,Erreurs de tramage de la comm du module : %1:s,Rahmen der Modulkommunikation Fehler: %1:s,Errores de marco de comunicación del módulo: %1:s,Errori framing com. modulo: %1:s,Rammefejl for modulkomm.: %1:s,???????? ???????? ???????????? ???????????? ???????: %1:s,Erros de estruturação do módulo de comunicação: %1:s,Modulkomm innrammingsfeil: %1:s,Bildrutefel vid modulkommunikation: %1:s,B??dy ramkowania komunikacji modu?u: %1:s,Erori de încadrare a modulelor de comunicare: %1:s,Moduulin viestintäkehyksen virheet: %1:s,Framingfouten modulecommunicatie: %1:s,Modu?a komunik?cijas kadr?šanas k??das: %1:s,,,,,,,,,,,,,,
Module comm noise errors: %1:s,Erreurs de bruit de la comm du module : %1:s,Fehler der Modulkommunikation durch Rauschen: %1:s,Errores de ruido de comunicación del módulo: %1:s,Errori rumore com. modulo: %1:s,Støjfejl for modulkomm.: %1:s,???????? ??????? ???????????? ???????????? ???????: %1:s,Erros de ruído do módulo de comunicação: %1:s,Modulkomm støyfeil: %1:s,Brusfel vid modulkommunikation: %1:s,B??dy szumów komunikacji modu?u: %1:s,Erori de zgomot de com. a modulului: %1:s,Moduulin viestinnän kohinavirheet: %1:s,Ruisfouten modulecommunicatie: %1:s,Modu?a komunik?cijas trokš?a k??das: %1:s,,,,,,,,,,,,,,
Invalid wet reagent: %0:s,Réactif humide non valide : %0:s,Ungültiges Nassreagens: %0:s,Reactivo mojado no válido: %0:s,Reagente umido non valido: %0:s,Ugyldigt vådt reagens: %0:s,?? ?????? ???? ?????????????: %0:s,Reagente húmido inválido: %0:s,Ugyldig våt reagens: %0:s,Ogiltig blöt reagens: %0:s,Nieprawid?owy odczynnik mokry: %0:s,Reactiv umed nevalid: %0:s,Virheellinen märkä reagenssi: %0:s,Ongeldig nat reagens: %0:s,Neder?gs mitrais rea?ents: %0:s,,,,,,,,,,,,,,
QC template present on reagent cartridge! Please remove template and restart assay.,Modèle de CQ présent sur la cartouche de réactifs ! Retirer le modèle et redémarrer le test.,QK-Vorlage auf Reagenskassette vorhanden! Bitte Vorlage entfernen und Assay neu starten.,Plantilla de CC presente en cartucho de reactivo. Retire la plantilla y reinicie el ensayo.,Presente modello QC sulla cartuccia di reagente! Rimuovere il modello e riavviare il saggio.,QC-skabelon til stede på reagenskassette! Fjern skabelonen og genstart analysen.,???????? ???????????? QC ??? ??????? ??????????????! ????????? ?? ????????? ??? ????????????? ??? ????????????.,Modelo de CQ presente no cartucho de reagente! Retire o modelo e reinicie o ensaio.,QC-mal tilstede på reagenspatron! Fjern malen og start analysen om igjen.,QC-mall förekommer på reagenskassett! Ta bort mallen och starta om analysen.,Obecno?? szablonu QC na wk?adzie z odczynnikiem! Usu? szablon i uruchom test ponownie.,?ablon QC prezent pe cartu?ul de reactiv! V? rug?m s? îndep?rta?i ?ablonul ?i s? reporni?i analiza.,QC-malli reagenssikasetissa! Poista malli ja käynnistä määritys uudelleen.,QC-sjabloon aanwezig op reagenscartridge! Verwijder de sjabloon en start de test opnieuw.,"KK veidne rea?enta kasetn?! L?dzu, iz?emiet veidni un restart?jiet anal?zi.",,,,,,,,,,,,,,
Successfully read %1:s at reagent theta position %2:s degrees.,A réussi à lire %1:s au niveau de la position du réactif thêta %2:s degrés.,%1:s erfolgreich gelesen an der Reagens-Theta-Position %2:s Grad.,Lectura de correcta de %1:s en posición theta del reactivo de %2:s grados.,Letto correttamente %1:s nella posizione teta reagente %2:s gradi.,Aflæste %1:s på reagens-theta-position %2:s grader.,???????? ???????? %1:s ??? ???? ???? ?????????????? %2:s ??????.,%1:s lido com sucesso na posição Theta do reagente de %2:s graus.,Vellykket lest at %1:s er i reagens theta-posisjon %2:s grader.,Läste %1:s vid theta-reagensens position vid %2:s grader.,Powodzenie odczytu %1:s w po?o?eniu theta odczynnika %2:s stopni.,A fost citit cu succes %1:s în pozi?ia reactivului theta %2:s grade.,Onnistuneesti luettu %1:s reagenssin theeta-sijainnissa %2:s astetta.,%1:s met succes gelezen op reagens theta-positie %2:s graden.,Veiksm?ga nolas?šana %1:s rea?enta teta poz?cij? %2:s gr?dos.,,,,,,,,,,,,,,
"Motor axis diagnostic for %1:s motor, severity type %2:s. Test was run %3:s days, %4:s hours, %5:s minutes ago.","Diagnostic des axes pour le moteur %1:s, type de sévérité %2:s. Le test a été exécuté il y a %3:s jours, %4:s heures, %5:s minutes.","Motorachsen-Diagnose für Motor %1:s, Schweretyp %2:s. Test wurde vor %3:s Tagen, %4:s Stunden, %5:s Minuten ausgeführt.","Diagnóstico de eje de motor para motor de %1:s, tipo de gravedad %2:s. La prueba se ejecutó hace %3:s días, %4:s horas y %5:s minutos.","Diagnosi asse motore per motore %1:s, tipo di gravità %2:s. Il test è stato eseguito %3:s giorni, %4:s ore, %5:s minuti fa.","Motoraksediagnostik for %1:s-motor, alvorlighedstype %2:s. Testen blev kørt for %3:s dage, %4:s timer, %5:s minutter siden.","???????????? ??????? ????? ???????? ??? ???????? %1:s, ????? ??????????? %2:s. ? ??????? ??????????? ???? ??? %3:s ??????, %4:s ????, %5:s ?????.","Diagnóstico do eixo do motor para o motor %1:s, tipo de gravidade %2:s. O teste foi executado há %3:s dias, %4:s horas, %5:s minutos.","Motoraksediagnostikk for %1:s-motor, alvorlighetsgradstype %2:s. Testen ble kjørt for %3:s dager, %4:s timer, %5:s minutter siden.","Motoraxeldiagnostik för %1:s-motor, allvarlighetsgrad av typ %2:s. Test kördes för %3:s dagar, %4:s timmar, %5:s minuter sedan.","Diagnostyka osi silnika dla silnika %1:s, rodzaj istotno?ci %2:s. Test przeprowadzono %3:s dni, %4:s godz., %5:s min temu.","Diagnosticarea axului motorului pentru %1:s motor, tip de gravitate %2:s. Testul a fost efectuat acum câteva %3:s zile, %4:s ore, %5:s minute.","Moottorin akselin diagnostiikka moottorille %1:s, vakavuustyyppi %2:s. Testi suoritettiin %3:s päivää, %4:s tuntia, %5:s minuuttia sitten.","Motorasdiagnose voor %1:s-motor, ernsttype %2:s. Test is %3:sdagen, %4:suren, %5:sminuten geleden uitgevoerd.","Motora ass diagnostika %1:s motoram, smaguma pak?pe %2:s. Tests tika veikts pirms %3:s dien?m, %4:s stund?m, %5:s min?t?m.",,,,,,,,,,,,,,
"Motor axis diagnostic for %1:s motor, homing failed.","Diagnostic des axes pour le moteur %1:s, échec de la remise en position initiale.",Motorachsen-Diagnose für Motor %1:s Startpositions-Verfahren fehlgeschlagen.,"Diagnóstico de eje de motor para motor de %1:s, fallo de alojamiento.","Diagnosi asse motore per motore %1:s, homing non riuscito.","Motoraksediagnostik for %1:s-motor, homingprocedure mislykkedes.","???????????? ??????? ????? ???????? ??? ???????? %1:s, ???????? ?????????? ???? ?????? ????.","Diagnóstico do eixo do motor para o motor %1:s, falha do retorno à posição inicial.","Motoraksediagnostikk for %1:s-motor, målsøking mislyktes.","Motoraxeldiagnostik för %1:s-motor, återställning till startposition misslyckades.","Diagnostyka osi silnika dla silnika %1:s, niepowodzenie ustawienia w po?o?eniu wyj?ciowym.","Diagnosticare a axului motorului pentru %1:smotor, nu s-a reu?it deplasarea.","Moottorin akselin diagnostiikka moottorille %1:s, kotiinajo epäonnistui.","Motorasdiagnose voor %1:s-motor, terugkeren naar startpositie mislukt.","Motora ass diagnostika %1:s motoram, izmitin?šana neizdev?s.",,,,,,,,,,,,,,
"Motor axis diagnostic for %1:s motor, position analysis passed: %2:s.","Diagnostic des axes pour le moteur %1:s, analyse de position réussie : %2:s",Motorachsen-Diagnose für Motor %1:s Positionsanalyse bestanden: %2:s.,"Diagnóstico de eje de motor para motor de %1:s, análisis de posición superado: %2:s.","Diagnosi asse motore per motore %1:s, analisi posizione completata: %2:s.","Motoraksediagnostik for %1:s-motor, positionsanalyse bestået: %2:s.","???????????? ??????? ????? ???????? ??? ???????? %1:s, ???????? ??????? ?????: %2:s.","Diagnóstico do eixo do motor para o motor %1:s, análise da posição aprovada: %2:s.","Motoraksediagnostikk for %1:s-motor, posisjonanalyse bestått: %2:s.","Motoraxeldiagnostik för %1:s-motor, positionsanalys godkänd: %2:s.","Diagnostyka osi silnika dla silnika %1:s, analiza po?o?enia zaliczona: %2:s.","Diagnosticarea axei pentru motorul %1:s, analiza pozi?iei a reu?it: %2:s.","Moottorin akselin diagnostiikka moottorille %1:s, asennon analyysi läpäisty: %2:s.","Motorasdiagnose voor %1:s-motor, positieanalyse geslaagd: %2:s.","Motora ass diagnostika %1:s motoram, poz?cijas anal?ze izdev?s: %2:s.",,,,,,,,,,,,,,
"Motor axis diagnostic for %1:s motor, position analysis failed: %2:s.","Diagnostic des axes pour le moteur %1:s, échec de l'analyse de position: %2:s",Motorachsen-Diagnose für Motor %1:s Positionsanalyse nicht bestanden: %2:s.,"Diagnóstico de eje de motor para motor de %1:s, fallo de análisis de posición: %2:s.","Diagnosi asse motore per motore %1:s, analisi posizione non riuscita: %2:s.","Motoraksediagnostik for %1:s-motor, positionsanalyse mislykkedes: %2:s.","???????????? ??????? ????? ???????? ??? ???????? %1:s, ???????? ???????? ?????: %2:s.","Diagnóstico do eixo do motor para o motor %1:s, falha da análise da posição: %2:s.","Motoraksediagnostikk for %1:s-motor, posisjonanalyse mislyktes: %2:s.","Motoraxeldiagnostik för %1:s-motor, positionsanalys misslyckades: %2:s.","Diagnostyka osi silnika dla silnika %1:s, niepowodzenie analizy po?o?enia: %2:s.","Diagnosticarea axei pentru motorul %1:s, analiza pozi?iei a e?uat: %2:s.","Moottorin akselin diagnostiikka moottorille %1:s, asennon analyysi hylätty: %2:s.","Motorasdiagnose voor %1:s-motor, positieanalyse mislukt: %2:s.","Motora ass diagnostika %1:s motoram, poz?cijas anal?ze neizdev?s: %2:s.",,,,,,,,,,,,,,
Assay failed to complete. Please run again.,Le test n'a pas pu être terminé. Le réexécuter.,Assay konnte nicht abgeschlossen werden. Bitte erneut ausführen.,No se pudo completar el ensayo. Vuelva a ejecutarla.,Impossibile completare saggio. Ripeterlo.,Analysen blev ikke fuldført. Kør den igen.,???????? ??????????? ??? ??????????. ??????????? ??? ????????.,Falha na conclusão do ensaio. Analise novamente.,Analysen kunne ikke fullføres. Kjør på nytt.,Analys kunde inte slutföras. Kör igen.,Nie uda?o si? zako?czy? testu. Uruchom ponownie.,Analiza nu s-a finalizat. V? rug?m s? rula?i din nou.,Määritystä ei voitu suorittaa. Suorita uudelleen.,Test kon niet voltooid worden. Voer op nieuw uit.,"Neizdev?s pabeigt anal?zi. L?dzu, veiciet v?lreiz.",,,,,,,,,,,,,,
Call for assistance with motor axis: %1:s.,Appeler pour obtenir de l'aide avec l'axe du moteur: %1:s.,Hilfe bei der Motorachse anfordern: %1:s.,Llame para solicitar asistencia con el eje del motor: %1:s.,Chiamare l’assistenza per asse motore: %1:s.,Anmod om assistance til motorakse: %1:s.,??????? ??? ??????? ?? ??? ????? ????????: %1:s.,Contacte a assistência para o eixo do motor: %1:s.,Kall på assistanse med motorakse: %1:s.,Ring för assistans med motoraxel: %1:s.,Wezwij pomoc dla osi silnika: %1:s.,Solicita?i asisten?? pentru axa motorului: %1:s.,Soita saadaksesi apua moottorin akseliin liittyvissä asioissa: %1:s.,Vraag om hulp met motoras: %1:s.,Izsaukt pal?dz?bu saist?b? ar motora asi: %1:s.,,,,,,,,,,,,,,
Service visit required on motor axis: %1:s. Please do not run this instrument again.,Visite de maintenance requise sur l'axe de moteur: %1:s. Ne pas refaire fonctionner cet instrument.,Wartung erforderlich für Motorachse: %1:s. Dieses Instrument bitte nicht erneut laufen lassen.,Se requiere una visita de servicio en el eje del motor: %1:s. No vuelva a poner este instrumento en marcha.,È richiesto un intervento di manutenzione sull’asse motore: %1:s. Non riattivare questo strumento.,Servicebesøg påkrævet til motorakse: %1:s. Kør ikke dette instrument igen.,?????????? ???????? ?????????? ??? ??? ????? ????????: %1:s. ?? ????????????? ???? ???? ?? ??????.,Visita de manutenção necessária no eixo do motor: %1:s. Não analise este instrumento novamente.,Servicebesøk kreves på motorakse: %1:s. Vennligst ikke kjør dette instrumentet igjen.,Servicebesök krävs för motoraxel: %1:s. Kör inte detta instrument igen.,Wymagana wizyta serwisowa dla osi silnika: %1:s. Nie uruchamiaj tego przyrz?du ponownie.,Este necesar? o vizit? de service pentru axa motorului: %1:s. V? rug?m s? nu mai rula?i acest instrument.,Huoltokäynti tarvitaan moottorin akseliin liittyvissä asioissa: %1:s. Älä käytä tätä instrumenttia enää.,Servicebezoek vereist op motoras: %1:s. Voer dit instrument niet meer uit.,"Nepieciešams servisa apmekl?jums saist?b? ar motora asi: %1:s. L?dzu, nedarbiniet šo instrumentu v?lreiz.",,,,,,,,,,,,,,
"Tip eject solenoid diagnostic was run %1:s days, %2:s hours, %3:s minutes ago.","Le diagnostic du solénoïde d'éjection d'embouts a été réalisé il y a %1:s jours, %2:s heures, %3:s minutes.","Die Solenoid-Diagnose des Spitzenauswurfs wurde vor %1:s Tagen, %2:s Stunden, %3:s Minuten ausgeführt.","El diagnóstico del solenoide de expulsión de puntas se ejecutó en %1:s días, %2:s horas y %3:s minutos.","La diagnosi del solenoide di espulsione punta è stata eseguita %1:s giorni, %2:s ore, %3:s minuti fa.","Diagnose af spidsudskydningsmagnetventil blev kørt for %1:s dage, %2:s timer, %3:s minutter siden.","? ???????????? ??????? ??? ????????????????? ???????? ???????? ??????? ??????????? ???? ??? %1:s ??????, %2:s ????, %3:s ?????.","O diagnóstico do solenóide de ejeção de pontas foi executado há %1:s dias, %2:s horas, %3:s minutos.","Spissutmatnings solenoiddiagnostikk ble kjørt for %1:s dager, %2:s timer, %3:s minutter siden.","Diagnostik för spetsutskjutningssolenoid kördes för %1:s dagar, %2:s timmar, %3:s minuter sedan.","Diagnostyk? elektromagnesu wypychania ko?cówki przeprowadzono %1:s dni, %2:s godz., %3:s min. temu.","Diagnosticarea solenoidului de ejec?ie a vârfului a fost efectuat? în urm? cu %1:s zile, %2:s ore, %3:s minute.","Kärjen poistosolenoidin diagnostiikka suoritettiin %1:s päivää, %2:s tuntia, %3:s minuuttia sitten.","Diagnose solenoïde punt uitwerpen is %1:s dagen, %2:s uren, %3:s minuten geleden uitgevoerd.","Uzga?a izgr?šanas soleno?da diagnostika tika veikta pirms %1:s dien?m, %2:s stund?m, %3:s min?t?m.",,,,,,,,,,,,,,
Tip eject solenoid diagnostic passed.,Réussite du diagnostic du solénoïde d'éjection d'embouts.,Solenoid-Diagnose des Spitzenauswurfs bestanden.,Diagnóstico del solenoide de expulsión de puntas superado.,Diagnosi solenoide di espulsione punta completata.,Diagnose af spidsudskydningsmagnetventil bestået.,? ???????????? ??????? ??? ????????????????? ???????? ???????? ??????? ???? ????????.,Diagnóstico do solenóide de ejeção de pontas aprovado.,Spissutmatnings solenoiddiagnostikk bestått.,Diagnostik för spetsutskjutningssolenoid godkändes.,Diagnostyka elektromagnesu wypychania ko?cówki zaliczona.,Diagnosticul solenoidului de ejectare a vârfului a trecut.,Kärjen poistosolenoidi diagnostiikka läpäisty.,Diagnose solenoïde punt uitwerpen geslaagd,Uzga?a izgr?šanas soleno?da diagnostika izdev?s.,,,,,,,,,,,,,,
Tip eject solenoid diagnostic failed during phase %1:s.,Échec du diagnostic du solénoïde d'éjection d'embouts durant la phase %1:s.,Solenoid-Diagnose des Spitzenauswurfs in der Phase %1:s fehlgeschlagen.,Fallo de diagnóstico del solenoide de expulsión de puntas durante la fase %1:s.,Diagnosi solenoide di espulsione punta non riuscita durante passo %1:s.,Diagnose af spidsudskydningsmagnetventil mislykkedes under fase %1:s.,? ???????????? ??????? ??? ????????????????? ???????? ???????? ??????? ??????? ???? ?? ???? %1:s.,Falha do diagnóstico do solenóide de ejeção de pontas durante a fase %1:s.,Spissutmatnings solenoiddiagnostikk mislyktes under fase %1:s.,Diagnostik för spetsutskjutningssolenoid misslyckades under fas %1:s.,Niepowodzenie diagnostyki elektromagnesu wypychania  ko?cówki podczas fazy %1:s.,Diagnosticul solenoidului de ejectare a vârfului a e?uat în timpul fazei %1:s.,Kärjen poistosolenoidi hylätty vaiheessa %1:s.,Diagnose solenoïde punt uitwerpen mislukt tijdens fase %1:s.,Uzga?a izgr?šanas soleno?da diagnostika neizdev?s %1:s posma laik?.,,,,,,,,,,,,,,
Service visit required for tip eject solenoid. Please do not run this instrument again.,Visite de maintenance requise pour le solénoïde d'éjection d'embout. Ne pas refaire fonctionner cet instrument.,Wartung erforderlich für Spitzenauswurf-Solenoid. Dieses Instrument bitte nicht erneut laufen lassen.,Se requiere una visita para que el solenoide expulse la punta. No vuelva a poner este instrumento en marcha.,È richiesto un intervento di manutenzione per il solenoide di espulsione punta. Non riattivare questo strumento.,Servicebesøg påkrævet til spidsudskydningsmagnetventil. Kør ikke dette instrument igen.,?????????? ???????? ?????????? ??? ??? ???????????????? ??????? ???????? ???????. ?? ????????????? ???? ???? ?? ??????.,Visita de manutenção necessária para o solenoide de ejeção de ponta. Não analise este instrumento novamente.,Servicebesøk kreves for spissutmatningssolenoid. Vennligst ikke kjør dette instrumentet igjen.,Servicebesök krävs för spetsutskjutningssolenoid. Kör inte detta instrument igen.,Wymagana wizyta serwisowa dla elektromagnesu wypychania ko?cówki Nie uruchamiaj tego przyrz?du ponownie.,Este necesar? o vizit? de service pentru solenoidul de ejectare a vârfului. V? rug?m s? nu mai rula?i acest instrument.,Huoltokäynti tarvitaan kärjen poistosolenoidiin liittyvissä asioissa. Älä käytä tätä instrumenttia enää.,Servicebezoek vereist voor solenoïde punt uitwerpen. Voer dit instrument niet meer uit.,"Uzga?a izgr?šanas soleno?dam nepieciešama servisa viz?te. L?dzu, nedarbiniet šo instrumentu v?lreiz.",,,,,,,,,,,,,,
"Module health diagnosis ran, but had nothing to do.","Le diagnostic de santé du module s'est exécuté, mais n'avait rien à faire.","Modul Gesundheitsdiagnose wurde ausgeführt, hatte jedoch nichts zu tun.","Se ha ejecutado el diagnóstico de estado del módulo, pero no tenía nada que hacer.","È stata eseguita la diagnosi della salute modulo, ma non c’era niente da fare.","Modulsundhedsdiagnose blev kørt, men havde intet at gøre.","??????????? ???????? ????? ??????????? ???????????? ???????, ???? ???? ??? ????? ????.","Diagnóstico de saúde do módulo processado, mas não apresentou ocorrências.","Modulens helsediagnose kjørte, men hadde ikke noe å gjøre.","Hälsodiagnos för modul kördes, men det fanns ingenting att åtgärda.","Przeprowadzono diagnostyk? stanu modu?u, ale nie by?o nic do zrobienia.","Diagnosticul de s?n?tate al modulului a func?ionat, dar nu a avut nimic de f?cut.","Moduulin kuntoanalyysi suoritettiin, mutta tehtävää ei löytynyt.","De gezondheidsdiagnose van de module werd uitgevoerd, maar had niets te doen.","Tika veikta modu?a st?vok?a diagnostika, bet nebija ko dar?t.",,,,,,,,,,,,,,
Failed to find illuminator theta Ready position.,La position Prêt de l'illuminateur thêta n'a pas pu être trouvée.,Beleuchtung Theta-Bereitschaftsposition konnte nicht ermittelt werden.,No se encuentra la posición preparada de theta del iluminador.,Impossibile trovare posizione Pronto teta illuminatore.,Kunne ikke finde klar-position for illuminator-theta.,???????? ?????????? ????? ??????????? ???? ???????? ????????.,Falha ao encontrar a posição Pronto de Theta do iluminador.,Kunne ikke finne reflektor-theta Klar-posisjon.,Det gick inte att hitta redoposition för belysningsanordning theta.,Nie uda?o si? znale?? po?o?enia theta gotowo?ci o?wietlacza.,Nu s-a putut g?si pozi?ia iluminatorului theta preg?tit.,Valonlähteen theeta valmis -asentoa ei löytynyt.,Kan Gereed-positie Illuminator theta niet vinden.,Neizdev?s atrast apgaismot?ja teta gatav?bas poz?ciju.,,,,,,,,,,,,,,
Cassette Y motor discovered to be type %1:s.,Le moteur de la cassette Y s'avère être du type %1:s.,Kassette Y Motortyp festgestellt als %1:s.,Detección del motor Y del casete de tipo %1:s.,Scoperto motore Y portacampioni di tipo %1:s.,Kassettens Y-motor konstateret at være type %1:s.,????????? Y ??????? ???????????? ??? ????? ????? %1:s.,Motor Y da cassete descoberto como sendo do tipo %1:s.,Kassett Y-motor funnet å være type %1:s.,Y-kassettens motor detekterad som typ %1:s.,Wykryto typ silnika Y kasety jako %1:s.,Motor caset? Y descoperit a fi de tip %1:s.,Y-kasetin moottorin havaittu olevan tyyppiä %1:s.,Cassette Y-motor blijkt type %1:s te zijn.,"Tika konstat?ts, ka kasetes Y motora tips ir %1:s.",,,,,,,,,,,,,,
Failed to discover cassette Y motor type. Service visit required. Please do not run this instrument again.,Échec de détermination du type de moteur de la cassette Y. Visite de maintenance requise. Ne pas refaire fonctionner cet instrument.,Fehler beim Erkennen des Y-Motortyps der Kassette. Wartung erforderlich. Dieses Instrument bitte nicht erneut laufen lassen.,No se pudo detectar el tipo de motor Y del casete. Es necesaria una visita de servicio. No vuelva a poner este instrumento en marcha.,Impossibile scoprire tipo di motore Y portacampioni. È richiesto un intervento di manutenzione. Non riattivare questo strumento.,Kunne ikke registrere motortype for kassette Y. Servicebesøg påkrævet. Kør ikke dette instrument igen.,???????? ?????????? ????? ???????? Y ???????. ?????????? ???????? ??????. ?? ????????????? ???? ???? ?? ??????.,Falha ao descobrir tipo de motor Y da cassete. Visita de manutenção necessária. Não analise este instrumento novamente.,Kunne ikke oppdage kassett Y-motortype. Servicebesøk kreves. Vennligst ikke kjør dette instrumentet igjen.,Det gick inte att upptäcka motortyp för Y-kassett. Servicebesök krävs. Kör inte detta instrument igen.,Nie uda?o si? odkry? typu silnika kasety Y. Wymagana wizyta serwisowa. Nie uruchamiaj tego przyrz?du ponownie.,Nu a reu?it s? descopere tipul de motor al casetei Y. Este necesar? o vizit? de service. V? rug?m s? nu mai rula?i acest instrument.,Y-kasetin moottorin tyypin haku epäonnistui. Huoltokäynti tarvitaan. Älä käytä tätä instrumenttia enää.,Kan het motortype van cassette Y niet ontdekken. Servicebezoek vereist. Voer dit instrument niet meer uit.,"Neizdev?s konstat?t kasetes Y motora tipu. Nepieciešama servisa viz?te. L?dzu, nedarbiniet šo instrumentu v?lreiz.",,,,,,,,,,,,,,
AutoTouch failed to find pipette Z contact.,La fonction de contact auto n'a pas pu trouver le contact Z de la pipette.,AutoTouch konnte den Z-Kontakt der Pipette nicht finden.,El contacto automático no ha encontrado el contacto de Z de pipeta.,L’operazione di sfioramento automatico non ha trovato il contatto Z pipetta.,AutoTouch kunne ikke finde pipette Z-kontakt.,? ???????? ??? ??? ???????? ????? Z ???????.,Falha do AutoTouch em encontrar o contacto da pipeta Z.,Autoberøring kunne ikke finne pipette Z-kontakt.,AutoTouch kunde inte hitta pipettens Z-kontakt.,Funkcji automatycznego dotykania nie uda?o si? znale?? kontaktu Z z pipet?.,AutoTouch nu a reu?it s? g?seasc? contactul Z al pipetei.,AutoTouch ei löytänyt pipetin Z-kosketusta.,AutoTouch kan pipet Z-contact niet vinden.,AutoTouch neizdev?s atrast pipetes Z kontaktu.,,,,,,,,,,,,,,
Invalid QC well: %0:s,Puits de CQ non valide : %0:s,Ungültiger QK-Well: %0:s,Pocillo de CC no válido: %0:s,Pozzetto CQ non valido: %0:s,Ugyldig QC-brønd: %0:s,?? ?????? ?????? QC: %0:s,Poço de CQ inválido: %0:s,Ugyldig QC-brønn: %0:s,Ogiltig QC-brunn: %0:s,Nieprawid?owa studzienka QC: %0:s,Godeu QC nevalid: %0:s,Virheellinen laadunvalvontakaivo: %0:s,Ongeldige QC-well: %0:s,Neder?ga KK iedobe: %0:s,,,,,,,,,,,,,,
Initialization failure computing QC well position.,Échec d'initialisation du calcul de la position du puits de CQ.,Initialisierungsfehler bei der Berechnung einer QK-Well-Position.,Fallo de inicialización al calcular posición de pocillo de CC.,Errore di inizializzazione calcolo posizione pozzetto CQ.,Initialiseringsfejl ved beregning af QC-brøndposition.,???????? ????????????? ??????????? ????? ??????? QC.,Falha de inicialização ao calcular posição do poço de CQ.,Initialiseringsfeil ved beregning av QC-brønnposisjon.,Initieringsfel vid beräkning av QC-brunnsposition.,Niepowodzenie inicjalizacji obliczania po?o?enia studzienki QC.,Eroare de ini?ializare calculând pozi?ia godeului QC.,Alustusvirhe laadunvalvontakaivon sijainnin laskemisessa.,Initialisatiefout bij het berekenen van de positie van de QC-well.,"Inicializ?cijas k??da, apr??inot KK iedobes poz?ciju.",,,,,,,,,,,,,,
